"PMID","Research Type","Human / Mouse","Condition1","Condition2","Gut Microbiota (ID)","Classification","Alteration","Sequencing Technology","Microbial-Mediated Networks","Details"
"29335008","Gut microbiota associated with phenotype","Human","Crohn Disease(MGS)","Health(MGS)","Oscillibacter (459786, gm0484)","genus","increase","Whole metagenomic sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Acidaminococcus (904, gm0006)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Aerococcus (1375, gm0025)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Allisonella (209879, gm0041)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Anaerostipes (207244, gm0052)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Cloacibacillus (508459, gm0179)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Clostridium septicum (1504, gm1537)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Coprococcus sp. (2049024, gm0824)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Enterobacteriaceae bacterium (1849603, gm0283)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Erysipelatoclostridium (1505663, gm0296)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Erysipelotrichaceae (128827, gm0299)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Erysipelotrichaceae bacterium (2049044, gm1539)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Eubacterium ruminantium (42322, gm0317)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Exiguobacterium (33986, gm0323)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Firmicutes (1239, gm0332)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Gelria (189326, gm0350)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Holdemanella (1573535, gm0372)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Klebsiella (570, gm0380)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Lachnospiraceae bacterium (1898203, gm1538)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Megamonas (158846, gm0434)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Megasphaera (906, gm0435)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Paenibacillus (44249, gm0490)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Parabacteroides (375288, gm0495)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Paraprevotella (577309, gm0500)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Prevotella sp. (59823, gm0537)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Proteobacteria (1224, gm0545)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Rikenellaceae bacterium (2049048, gm1540)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Streptococcus (1301, gm0624)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Terrisporobacter (1505652, gm0640)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Gut microbiota associated with phenotype","Human","Constipation","Health","Weissella (46255, gm0689)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(1 month); Constipation","Constipation","Bacteroidetes (976, gm0090)","phylum","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(1 month); Constipation","Constipation","Escherichia/Shigella sp. (1940338, gm0306)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(1 month); Constipation","Constipation","Firmicutes (1239, gm0332)","phylum","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(1 month); Constipation","Constipation","Prevotella sp. (59823, gm0537)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(1 month); Constipation","Constipation","Proteobacteria (1224, gm0545)","phylum","absent","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(3 months); Constipation","Constipation","Bacteroidetes (976, gm0090)","phylum","absent","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(3 months); Constipation","Constipation","Escherichia/Shigella sp. (1940338, gm0306)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(3 months); Constipation","Constipation","Firmicutes (1239, gm0332)","phylum","present","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(3 months); Constipation","Constipation","Prevotella sp. (59823, gm0537)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29340896","Interventions change the composition of gut microbiota","Human","Synbiotics(3 months); Constipation","Constipation","Proteobacteria (1224, gm0545)","phylum","absent","16s rRNA gene sequencing","microbial-mediated network","details"
"29353409","Gut microbiota associated with phenotype","Human","Kidney Calculi","Health","Phascolarctobacterium (33024, gm0524)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29353409","Gut microbiota associated with phenotype","Human","Kidney Calculi","Health","Acinetobacter (469, gm0012)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29353409","Gut microbiota associated with phenotype","Human","Kidney Calculi","Health","Alloprevotella (1283313, gm0044)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"29353409","Gut microbiota associated with phenotype","Human","Kidney Calculi","Health","Anaerobutyricum hallii (39488, gm0776)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29353409","Gut microbiota associated with phenotype","Human","Kidney Calculi","Health","Anaerostipes (207244, gm0052)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"29353409","Gut microbiota associated with phenotype","Human","Kidney Calculi","Health","Bilophila (35832, gm0115)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
